学生ID,学生姓名,性别,民族,入学年份,出生日期,家庭住址,家庭类型,政治面貌,入学排名,宿舍号,是否退学
15577,周春喜,男,汉族,2016,2001-06-25,陕西省延安市宝塔区,城镇,共青团员,1137,-1,0
15578,金美娟,男,汉族,2016,2001-03-10,甘肃省白银市平川区,城镇,共青团员,1138,-1,0
15579,王功碧,女,汉族,2016,2002-03-15,甘肃省临夏回族自治州临夏县,城镇,共青团员,1139,-1,0
15580,戚帮菊,男,汉族,2017,2002-05-23,湖北省武汉市硚口区,城镇,共青团员,1140,409,0
15581,许夏青,男,汉族,2016,2002-09-10,浙江省温州市瑞安市,城镇,共青团员,1141,405,0
15582,华妹妹,男,汉族,2016,2001-06-25,辽宁省辽阳市白塔区,城镇,共青团员,1142,-1,0
15583,申花长,女, 土家族,2016,2002-02-05,云南省普洱市澜沧拉祜族自治县,城镇,共青团员,1143,505,0
15584,戚朱婷,男,汉族,2017,2001-01-18,贵州省安顺市紫云苗族布依族自治县,城镇,共青团员,1144,-1,0
15585,姜忠娇,男,汉族,2017,2002-05-23,黑龙江省伊春市西林区,城镇,共青团员,1145,409,0
15586,陈苹,男,汉族,2016,2002-02-15,重庆市重庆市城口县,城镇,共青团员,1146,-1,0
15587,魏心媛,男,汉族,2017,2001-06-08,黑龙江省齐齐哈尔市富拉尔基区,城镇,共青团员,1147,406,0
15588,戚礼杰,女,汉族,2017,2001-02-18,青海省海东市平安区,城镇,共青团员,1148,-1,0
15589,封昌玉,女,汉族,2016,2002-01-25,湖南省怀化市辰溪县,城镇,共青团员,1149,-1,0
15590,李欣淼,男,汉族,2017,2002-09-16,山西省长治市城区,城镇,共青团员,1150,415,0
15591,吕程燕,男,汉族,2016,2001-03-23,浙江省嘉兴市桐乡市,城镇,共青团员,1151,-1,0
15592,戚颖,男,汉族,2016,2001-01-16,浙江省温州市鹿城区,城镇,共青团员,1152,-1,0
15593,禄访枫,男,汉族,2017,2002-04-13,云南省保山市腾冲市,城镇,共青团员,1153,-1,0
15594,蒋碧香,男,汉族,2016,2001-02-19,新疆维吾尔自治区伊犁哈萨克自治州霍城县,城镇,少先队员,1154,407,0
15595,华丹,男,汉族,2017,2002-02-18,河北省沧州市肃宁县,城镇,共青团员,1155,404,0
15596,华耀文,男,汉族,2016,2001-03-10,安徽省淮北市淮北市,城镇,共青团员,1156,414,0
15597,吴幻波,男,汉族,2017,2002-03-17,广西壮族自治区南宁市西乡塘区,城镇,一般,1157,-1,0
15598,沈文秀,女,汉族,2016,2001-03-11,湖南省湘潭市岳塘区,城镇,共青团员,1158,514,0
15599,卫世群,男,汉族,2016,2001-05-15,广东省惠州市龙门县,城镇,共青团员,1159,413,0
15600,尤芸,男,汉族,2016,2001-10-11,湖南省娄底市双峰县,城镇,共青团员,1160,-1,0
15601,魏欢,男,汉族,2017,2001-05-26,辽宁省沈阳市沈河区,城镇,共青团员,1161,404,0
15602,戚有菊,男,汉族,2016,2001-03-20,山东省潍坊市诸城市,城镇,共青团员,1162,-1,0
15603,周巧丽,男,汉族,2017,2001-02-19,山西省吕梁市临县,城镇,共青团员,1163,-1,0
15604,杨景玉,女,汉族,2017,2001-08-08,内蒙古自治区锡林郭勒盟西乌珠穆沁旗,城镇,共青团员,1164,510,0
15605,赵慧,男,汉族,2017,2001-01-12,河北省承德市双桥区,城镇,共青团员,1165,403,0
15606,陶计香,女,汉族,2017,2002-09-02,河北省沧州市河间市,城镇,共青团员,1166,-1,0
15607,赵翠红,男,汉族,2016,2001-10-21,内蒙古自治区乌兰察布市察哈尔右翼中旗,城镇,共青团员,1167,-1,0
15608,赵琦,女,汉族,2016,2001-03-26,辽宁省辽阳市宏伟区,城镇,共青团员,1168,-1,0
15609,张静,女,汉族,2016,2002-07-08,山西省忻州市偏关县,城镇,共青团员,1169,-1,0
15610,金灿灿,女,汉族,2017,2002-02-03,四川省成都市新都区,城镇,共青团员,1170,-1,0
15611,姜开凤,男,汉族,2017,2002-11-09,内蒙古自治区包头市土默特右旗,城镇,共青团员,1171,-1,0
15612,张晓磊,男,汉族,2017,2002-05-15,贵州省遵义市遵义市,城镇,共青团员,1172,-1,0
15613,王之山,女,汉族,2017,2001-02-19,安徽省淮南市潘集区,城镇,共青团员,1173,-1,0
15614,施溶艳,男,汉族,2017,2002-07-20,四川省广安市邻水县,城镇,共青团员,1174,-1,0
15615,陈彤,女,汉族,2016,2002-11-06,山东省济宁市嘉祥县,城镇,共青团员,1175,505,0
15616,秦凝,男,汉族,2016,2001-08-05,江苏省泰州市高港区,城镇,共青团员,1176,-1,0
15617,尤珊,女,汉族,2016,2002-11-26,四川省德阳市什邡市,城镇,共青团员,1177,-1,0
15618,滑芸,女,汉族,2016,2002-02-17,新疆维吾尔自治区喀什地区巴楚县,城镇,共青团员,1178,509,0
15619,赵万敏,女,汉族,2016,2001-04-15,广东省汕尾市陆河县,城镇,共青团员,1179,506,0
15620,郑之山,男,汉族,2017,2002-07-25,江苏省泰州市兴化市,城镇,共青团员,1180,-1,0
15621,苏凌迦,女,汉族,2017,2002-06-16,四川省绵阳市江油市,城镇,共青团员,1181,-1,0
15622,周涵菡,男,汉族,2017,2002-02-12,辽宁省葫芦岛市兴城市,城镇,共青团员,1182,402,0
15623,王安琪,女,汉族,2017,2002-09-01,江苏省南京市高淳区,城镇,共青团员,1183,508,0
15624,曹宛海,男,汉族,2017,2001-04-09,辽宁省葫芦岛市绥中县,城镇,共青团员,1184,410,0
15625,戚惜雪,女,汉族,2016,2002-09-13,江苏省徐州市贾汪区,城镇,共青团员,1185,-1,0
15626,姜瑶,女,汉族,2016,2002-09-01,福建省福州市鼓楼区,城镇,共青团员,1186,-1,0
15627,童洪静,男,汉族,2017,2001-01-02,四川省凉山彝族自治州宁南县,城镇,共青团员,1187,-1,0
15628,魏海莲,男,汉族,2017,2001-04-27,江西省宜春市高安市,城镇,共青团员,1188,408,0
15629,郑之念,女,汉族,2017,2002-01-24,河南省郑州市二七区,城镇,共青团员,1189,-1,0
15630,姜琼琼,女,汉族,2016,2001-08-03,浙江省宁波市海曙区,城镇,共青团员,1190,-1,0
15631,冯冰彤,男,汉族,2017,2001-08-24,甘肃省金昌市金昌市,城镇,共青团员,1191,403,0
15632,喻倩,男,汉族,2017,2001-06-08,福建省南平市顺昌县,城镇,共青团员,1192,-1,0
15633,钱宜,男,汉族,2017,2001-09-10,广东省深圳市罗湖区,城镇,共青团员,1193,-1,0
15634,周紫君,男,汉族,2016,2002-06-12,湖南省娄底市涟源市,城镇,共青团员,1194,405,0
15635,戚红,男,汉族,2016,2002-05-17,宁夏回族自治区固原市原州区,城镇,共青团员,1195,-1,0
15636,李秀娟,女,汉族,2016,2002-05-23,四川省阿坝藏族羌族自治州阿坝县,城镇,共青团员,1196,-1,0
15637,卫明红,男,汉族,2016,2002-11-09,浙江省杭州市萧山区,城镇,共青团员,1197,409,0
15638,许念,男,汉族,2016,2002-01-26,湖北省宜昌市伍家岗区,城镇,少先队员,1198,410,0
15639,赵倩,女,汉族,2017,2001-03-12,吉林省长春市二道区,城镇,共青团员,1199,513,0
15640,赵祖香,女,汉族,2016,2001-09-18,江西省九江市彭泽县,城镇,共青团员,1200,-1,0
15641,施洪丽,女,汉族,2016,2002-03-10,河南省郑州市登封市,城镇,共青团员,1201,-1,0
15642,秦访枫,男,汉族,2017,2001-08-26,辽宁省辽阳市白塔区,城镇,共青团员,1202,411,0
15643,孙启芬,女,汉族,2016,2002-02-22,四川省巴中市巴州区,城镇,共青团员,1203,-1,0
15644,卫心媛,女,汉族,2017,2001-01-12,广东省清远市连南瑶族自治县,城镇,共青团员,1204,-1,0
15645,管敏,男,汉族,2016,2002-11-03,广西壮族自治区柳州市柳南区,城镇,共青团员,1205,-1,0
15646,李红萍,男,汉族,2017,2002-10-02,安徽省淮北市烈山区,城镇,共青团员,1206,316,0
15647,凤姚,女,汉族,2017,2002-05-16,湖北省襄阳市谷城县,城镇,共青团员,1207,-1,0
15648,韩胜珍,男,汉族,2016,2001-11-01,新疆维吾尔自治区乌鲁木齐市乌鲁木齐县,城镇,共青团员,1208,301,0
15649,沈敏婷,男,汉族,2017,2001-02-02,江西省上饶市婺源县,城镇,共青团员,1209,323,0
15650,吴黛,男,汉族,2016,2001-03-03,广东省湛江市遂溪县,城镇,共青团员,1210,407,0
15651,吕嘉,男,汉族,2017,2001-11-14,内蒙古自治区通辽市霍林郭勒市,城镇,共青团员,1211,310,0
15652,严桂,男,汉族,2017,2002-03-24,安徽省马鞍山市当涂县,城镇,共青团员,1212,323,0
15653,储苑,男,汉族,2017,2002-03-07,河南省济源市,城镇,共青团员,1213,323,0
15654,吴荔,男,汉族,2016,2002-06-13,吉林省长春市宽城区,城镇,共青团员,1214,311,0
15655,朱雪倩,男,汉族,2017,2002-06-24,内蒙古自治区乌海市海勃湾区,城镇,共青团员,1215,401,0
15656,钱美美,男,汉族,2017,2001-01-12,湖北省襄阳市襄城区,城镇,共青团员,1216,301,0
15657,周念念,男,汉族,2017,2001-08-21,河南省郑州市二七区,城镇,一般,1217,-1,0
15659,吴海燕,女,汉族,2017,2002-04-05,山西省大同市南郊区,城镇,共青团员,1218,-1,0
15660,金冬儿,女,汉族,2016,2002-01-02,四川省凉山彝族自治州木里藏族自治县,城镇,共青团员,1219,210,0
15661,金玉婷,男,汉族,2017,2002-01-09,黑龙江省绥化市兰西县,城镇,共青团员,1220,310,0
15662,施嘉,男,汉族,2016,2002-02-02,山东省济南市历下区,城镇,共青团员,1221,-1,0
15663,邹功碧,女,汉族,2016,2001-10-16,河南省商丘市虞城县,城镇,共青团员,1222,206,0
15664,夏侯宛海,女,汉族,2016,2001-11-11,广西壮族自治区河池市宜州市,城镇,共青团员,1223,221,0
15665,金紫霜,男,汉族,2016,2001-08-27,江苏省扬州市广陵区,城镇,一般,1224,-1,0
15666,朱红,女,汉族,2017,2002-02-26,新疆维吾尔自治区和田地区民丰县,城镇,共青团员,1225,-1,0
15667,施政群,女,汉族,2016,2001-09-19,湖北省黄冈市黄梅县,城镇,共青团员,1226,206,0
15668,严雪,女,汉族,2016,2001-01-14,湖南省湘西土家族苗族自治州凤凰县,城镇,共青团员,1227,301,0
16028,杨雅瑄,女,汉族,2016,2002-04-08,西藏自治区昌都市江达县,城镇,共青团员,1228,213,0
15502,沈丽,男,汉族,2017,2001-06-21,四川省甘孜藏族自治州巴塘县,城镇,共青团员,1229,-1,0
15506,孔苑,女,汉族,2017,2002-07-07,河北省承德市鹰手营子矿区,城镇,共青团员,1230,-1,0
15510,陈淑芬,女,汉族,2017,2001-06-09,河南省商丘市宁陵县,城镇,共青团员,1231,-1,0
15514,钱侦,女,汉族,2017,2002-03-10,山西省忻州市原平市,城镇,共青团员,1232,502,0
15518,许莉,女,汉族,2016,2001-05-13,山东省菏泽市牡丹区,城镇,共青团员,1233,-1,0
15521,沈燕,男,汉族,2017,2001-04-03,江苏省常州市天宁区,城镇,共青团员,1234,-1,0
15524,陶春燕,男,汉族,2016,2001-01-22,内蒙古自治区鄂尔多斯市鄂托克前旗,城镇,共青团员,1235,408,0
15527,陶雪梅,女,汉族,2017,2002-01-25,辽宁省沈阳市法库县,城镇,共青团员,1236,-1,0
15669,卫花长,女,汉族,2016,2002-01-21,四川省雅安市雨城区,城镇,共青团员,1237,-1,0
15670,柳翡翠,男,汉族,2017,2002-01-24,新疆维吾尔自治区巴音郭楞蒙古自治州若羌县,城镇,共青团员,1238,314,0
15671,王朱婷,男,汉族,2017,2002-03-09,广东省揭阳市揭西县,城镇,共青团员,1239,-1,0
15672,吴娇娇,男,汉族,2016,2001-09-11,甘肃省平凉市静宁县,城镇,共产党党员,1240,316,0
15673,赵香薇,男,汉族,2016,2001-01-14,山西省太原市清徐县,城镇,共青团员,1241,310,0
15674,吴莉莎,男,汉族,2017,2002-05-06,广东省佛山市高明区,城镇,共青团员,1242,301,0
15675,褚静雯,女,汉族,2016,2002-09-09,甘肃省平凉市静宁县,城镇,共青团员,1243,210,0
15676,郑小兰,男,汉族,2017,2001-05-24,四川省凉山彝族自治州美姑县,城镇,共青团员,1244,407,0
15677,孙雪,男,苗族,2016,2002-09-19,湖南省岳阳市湘阴县,城镇,共青团员,1245,301,0
15678,杨育,男,朝鲜族,2017,2002-03-03,甘肃省酒泉市肃北蒙古族自治县,城镇,共青团员,1246,407,0
15679,陶思,男,汉族,2016,2002-03-10,云南省曲靖市会泽县,城镇,共青团员,1247,411,0
15680,严景玉,男,汉族,2016,2002-07-04,福建省泉州市永春县,城镇,共青团员,1248,325,0
15681,陈胜珍,女,汉族,2016,2001-11-07,湖南省邵阳市绥宁县,城镇,共青团员,1249,224,0
15682,周园,男,汉族,2017,2001-07-04,吉林省白城市大安市,城镇,共青团员,1250,316,0
15683,孔昌玉,男,汉族,2017,2002-04-05,河南省三门峡市灵宝市,城镇,共青团员,1251,310,0
15684,孔翠柔,女,汉族,2017,2002-03-05,浙江省台州市仙居县,城镇,共青团员,1252,-1,0
15685,陶小丽,男,汉族,2016,2002-02-21,四川省眉山市洪雅县,城镇,共青团员,1253,408,0
15530,郑代云,女,汉族,2017,2002-11-17,宁夏回族自治区固原市彭阳县,城镇,共青团员,1254,-1,0
15988,李访琴,男,汉族,2017,2001-02-06,陕西省汉中市西乡县,城镇,一般,1255,-1,0
15989,沈贞,男, 土家族,2016,2002-04-18,内蒙古自治区乌兰察布市察哈尔右翼前旗,城镇,一般,1256,-1,0
16161,冯静,女,汉族,2017,2001-08-21,浙江省台州市路桥区,城镇,共青团员,1257,-1,0
15996,孔瑞进,女,汉族,2016,2002-03-08,浙江省宁波市北仑区,城镇,共青团员,1258,-1,0
16162,赵雅瑄,男,汉族,2017,2001-05-23,甘肃省嘉峪关市嘉峪关市,城镇,共青团员,1259,-1,0
16001,蒋清怡,男,汉族,2016,2002-01-06,青海省海南藏族自治州贵德县,城镇,共青团员,1260,523,0
15926,姜明红,男,汉族,2017,2001-06-25,甘肃省天水市天水市,城镇,一般,1261,307,0
15544,金婷婷,女,汉族,2017,2001-01-12,贵州省安顺市安顺市,城镇,共青团员,1262,513,0
15545,周静,男,汉族,2016,2002-07-21,新疆维吾尔自治区伊犁哈萨克自治州巩留县,城镇,共青团员,1263,407,0
15546,沈凯敏,女,汉族,2017,2001-09-15,山西省长治市屯留县,城镇,共青团员,1264,-1,0
15547,陈露,男,汉族,2016,2002-01-10,宁夏回族自治区银川市金凤区,城镇,共青团员,1265,-1,0
15548,谢甜,女,汉族,2017,2001-03-25,黑龙江省哈尔滨市平房区,城镇,共青团员,1266,509,0
15549,曹玫,男,汉族,2017,2001-11-21,宁夏回族自治区固原市彭阳县,城镇,共青团员,1267,411,0
15550,施姬,男,汉族,2017,2001-05-07,甘肃省甘南藏族自治州碌曲县,城镇,共青团员,1268,-1,0
15551,陶翠安,女,汉族,2016,2001-05-06,湖南省邵阳市武冈市,城镇,共青团员,1269,-1,0
15552,邹夏梅,男,汉族,2016,2002-08-21,湖北省随州市广水市,城镇,共青团员,1270,-1,0
15553,卫琼,女,汉族,2016,2002-05-10,广东省佛山市高明区,城镇,共青团员,1271,-1,0
15554,屠溶艳,女,汉族,2017,2001-02-22,陕西省渭南市澄城县,城镇,共青团员,1272,502,0
15555,赵黛,男,汉族,2016,2002-04-22,安徽省安庆市望江县,城镇,共青团员,1273,-1,0
15556,华瑞,男,汉族,2017,2002-04-12,云南省普洱市墨江哈尼族自治县,城镇,共青团员,1274,413,0
15557,施亚萍,男,汉族,2017,2002-08-06,内蒙古自治区乌兰察布市乌兰察布市,城镇,一般,1275,404,0
15558,魏慧,男,汉族,2016,2002-02-13,甘肃省庆阳市庆阳市,城镇,共青团员,1276,-1,0
15559,魏成倩,男,汉族,2017,2001-06-24,山东省济南市槐荫区,城镇,共青团员,1277,-1,0
15560,张月,男,汉族,2017,2001-06-14,福建省漳州市平和县,城镇,共青团员,1278,-1,0
15561,冯树平,女,汉族,2017,2001-06-07,安徽省六安市舒城县,城镇,共青团员,1279,507,0
15562,李彤,男,汉族,2016,2001-08-04,甘肃省临夏回族自治州东乡族自治县,城镇,共青团员,1280,-1,0
15563,姬君,女,汉族,2017,2001-10-14,内蒙古自治区赤峰市巴林右旗,城镇,共青团员,1281,-1,0
15564,褚景燕,男,汉族,2017,2002-06-14,贵州省毕节市威宁彝族回族苗族自治县,城镇,共青团员,1282,-1,0
15565,曹凡,女,汉族,2017,2001-09-27,广东省韶关市南雄市,城镇,共青团员,1283,-1,0
15566,冯花长,男,汉族,2017,2002-08-07,江西省宜春市万载县,城镇,共青团员,1284,403,0
15567,杨蓓,女,汉族,2017,2002-05-19,山西省临汾市大宁县,城镇,共青团员,1285,-1,0
15568,沈锦,女,汉族,2017,2001-01-11,福建省福州市鼓楼区,城镇,共青团员,1286,-1,0
15457,王婕,女,汉族,2016,2001-07-20,广东省茂名市信宜市,城镇,共青团员,1287,-1,0
15458,戚枫,女,汉族,2017,2002-04-12,西藏自治区那曲地区那曲县,城镇,共青团员,1288,-1,0
15459,韩苑,女,汉族,2016,2001-03-16,山西省大同市浑源县,城镇,一般,1289,-1,0
15460,曹晶,女,汉族,2016,2002-04-01,河南省驻马店市新蔡县,城镇,共青团员,1290,503,0
15461,朱名媛,女,汉族,2017,2001-05-14,广西壮族自治区北海市北海市,城镇,共青团员,1291,-1,0
15462,金玉亭,女,汉族,2016,2002-08-26,江西省宜春市丰城市,城镇,共青团员,1292,-1,0
15463,平雪梅,男,汉族,2016,2002-10-13,四川省内江市隆昌县,城镇,共青团员,1293,-1,0
15464,吕筠,女,汉族,2017,2001-04-24,湖南省衡阳市雁峰区,城镇,共青团员,1294,504,0
15465,曹春文,男,汉族,2016,2002-09-02,四川省绵阳市涪城区,城镇,共青团员,1295,-1,0
15466,陶盼夏,男,汉族,2016,2001-09-07,四川省达州市万源市,城镇,共青团员,1296,419,0
15467,吕代云,女,汉族,2017,2001-11-19,内蒙古自治区包头市石拐区,城镇,共青团员,1297,-1,0
15468,严美丽,女,汉族,2017,2001-11-12,广东省江门市恩平市,城镇,共青团员,1298,510,0
15469,魏开萍,男,汉族,2017,2001-11-23,甘肃省天水市秦州区,城镇,共青团员,1299,417,0
15470,戚光琴,男,汉族,2016,2002-03-18,河北省保定市易县,城镇,共青团员,1300,-1,0
15471,戚彩菊,女,汉族,2016,2002-01-11,河北省承德市围场满族蒙古族自治县,城镇,共青团员,1301,-1,0
15472,许侦,男,汉族,2017,2001-08-24,安徽省芜湖市无为县,城镇,少先队员,1302,403,0
15473,曹阳涌,男,汉族,2017,2002-03-14,宁夏回族自治区吴忠市利通区,城镇,共青团员,1303,-1,0
15474,褚半芹,女,汉族,2016,2001-02-08,贵州省黔西南布依族苗族自治州兴仁县,城镇,共青团员,1304,514,0
15475,郑锦,女,汉族,2017,2002-04-13,山东省泰安市泰山区,城镇,共青团员,1305,-1,0
15476,朱显,女,汉族,2016,2001-08-21,广东省梅州市梅江区,城镇,共青团员,1306,510,0
15477,蒋梦,男,汉族,2017,2002-01-22,四川省攀枝花市东区,城镇,共青团员,1307,411,0
15478,苗瑗,男,汉族,2016,2002-11-24,河南省南阳市唐河县,城镇,一般,1308,-1,0
15479,孔鑫琳,女,汉族,2017,2002-07-12,福建省厦门市思明区,城镇,共青团员,1309,-1,0
15480,卫桂兰,女,汉族,2017,2002-01-14,河南省新乡市新乡市,城镇,共青团员,1310,508,0
15481,褚卿,女,汉族,2017,2002-06-06,广西壮族自治区崇左市江州区,城镇,共青团员,1311,-1,0
15990,张青,女,汉族,2016,2001-01-04,湖南省怀化市靖州苗族侗族自治县,城镇,共青团员,1312,-1,0
15998,成莉莎,男,汉族,2016,2001-10-19,四川省阿坝藏族羌族自治州汶川县,城镇,共青团员,1313,523,0
15686,朱昭东,男,汉族,2017,2001-04-07,西藏自治区日喀则市桑珠孜区,城镇,共青团员,1314,-1,0
